  120.0000000000	   85.0000000000	   30.0000000000	
  100.0000000000	   85.0000000000	   60.0000000000	
  100.0000000000	  135.0000000000	   60.0000000000	
  120.0000000000	  135.0000000000	   30.0000000000	

  120.0000000000	   85.0000000000	   30.0000000000	
  140.0000000000	   85.0000000000	   60.0000000000	
  140.0000000000	  135.0000000000	   60.0000000000	
  120.0000000000	  135.0000000000	   30.0000000000	

  120.0000000000	   85.0000000000	   30.0000000000	
  140.0000000000	   85.0000000000	    0.0000000000	
  140.0000000000	  135.0000000000	    0.0000000000	
  120.0000000000	  135.0000000000	   30.0000000000	

  120.0000000000	   85.0000000000	   30.0000000000	
  100.0000000000	   85.0000000000	    0.0000000000	
  100.0000000000	  135.0000000000	    0.0000000000	
  120.0000000000	  135.0000000000	   30.0000000000	

  120.0000000000	   85.0000000000	   30.0000000000	
  100.0000000000	   85.0000000000	   60.0000000000	
  100.0000000000	  135.0000000000	   60.0000000000	
  120.0000000000	  135.0000000000	   30.0000000000	

