  190.0000000000	  140.0000000000	    0.0000000000	
  190.0000000000	  140.0000000000	   80.0000000000	
  120.3720762354	   91.2460029102	   80.0000000000	
  120.3720762354	   91.2460029102	   80.0000000000	
  103.9890353497	   79.7744741831	   80.0000000000	
  103.9890353497	   79.7744741831	   80.0000000000	
   87.6059944639	   68.3029454561	   80.0000000000	
   87.6059944639	   68.3029454561	   80.0000000000	
   71.2229535781	   56.8314167291	   80.0000000000	
   71.2229535781	   56.8314167291	   80.0000000000	
   54.8399126923	   45.3598880021	   80.0000000000	
   54.8399126923	   45.3598880021	   80.0000000000	
   38.4568718065	   33.8883592751	   80.0000000000	
   38.4568718065	   33.8883592751	    0.0000000000	
