  183.4350288425	  127.7781745931	    4.0000000000	
  187.0602599907	  126.0877015461	    4.0000000000	
  187.0602599907	  126.0877015461	    6.0000000000	
  183.4350288425	  127.7781745931	    6.0000000000	

  183.4350288425	  127.7781745931	    4.0000000000	
  186.7115940753	  130.0723882439	    4.0000000000	
  186.7115940753	  130.0723882439	    6.0000000000	
  183.4350288425	  127.7781745931	    6.0000000000	

  183.4350288425	  127.7781745931	    4.0000000000	
  183.0863629271	  131.7628612908	    4.0000000000	
  183.0863629271	  131.7628612908	    6.0000000000	
  183.4350288425	  127.7781745931	    6.0000000000	

  183.4350288425	  127.7781745931	    4.0000000000	
  179.8097976944	  129.4686476400	    4.0000000000	
  179.8097976944	  129.4686476400	    6.0000000000	
  183.4350288425	  127.7781745931	    6.0000000000	

  183.4350288425	  127.7781745931	    4.0000000000	
  180.1584636098	  125.4839609422	    4.0000000000	
  180.1584636098	  125.4839609422	    6.0000000000	
  183.4350288425	  127.7781745931	    6.0000000000	

  183.4350288425	  127.7781745931	    4.0000000000	
  183.7836947579	  123.7934878953	    4.0000000000	
  183.7836947579	  123.7934878953	    6.0000000000	
  183.4350288425	  127.7781745931	    6.0000000000	

  183.4350288425	  127.7781745931	    4.0000000000	
  187.0602599907	  126.0877015461	    4.0000000000	
  187.0602599907	  126.0877015461	    6.0000000000	
  183.4350288425	  127.7781745931	    6.0000000000	

