   87.8325545362	   55.3060395127	    4.0000000000	
   90.4037049750	   58.3702172851	    4.0000000000	
   90.4037049750	   58.3702172851	    6.0000000000	
   87.8325545362	   55.3060395127	    6.0000000000	

   87.8325545362	   55.3060395127	    4.0000000000	
   86.4645518046	   59.0647446789	    4.0000000000	
   86.4645518046	   59.0647446789	    6.0000000000	
   87.8325545362	   55.3060395127	    6.0000000000	

   87.8325545362	   55.3060395127	    4.0000000000	
   83.8934013659	   56.0005669064	    4.0000000000	
   83.8934013659	   56.0005669064	    6.0000000000	
   87.8325545362	   55.3060395127	    6.0000000000	

   87.8325545362	   55.3060395127	    4.0000000000	
   85.2614040975	   52.2418617402	    4.0000000000	
   85.2614040975	   52.2418617402	    6.0000000000	
   87.8325545362	   55.3060395127	    6.0000000000	

   87.8325545362	   55.3060395127	    4.0000000000	
   89.2005572678	   51.5473343465	    4.0000000000	
   89.2005572678	   51.5473343465	    6.0000000000	
   87.8325545362	   55.3060395127	    6.0000000000	

   87.8325545362	   55.3060395127	    4.0000000000	
   91.7717077065	   54.6115121189	    4.0000000000	
   91.7717077065	   54.6115121189	    6.0000000000	
   87.8325545362	   55.3060395127	    6.0000000000	

   87.8325545362	   55.3060395127	    4.0000000000	
   90.4037049750	   58.3702172851	    4.0000000000	
   90.4037049750	   58.3702172851	    6.0000000000	
   87.8325545362	   55.3060395127	    6.0000000000	

