  120.0000000000	   92.5000000000	   30.0000000000	
  120.0000000000	  100.0000000000	   60.0000000000	
  120.0000000000	  100.0000000000	   60.0000000000	
  120.0000000000	  107.5000000000	   30.0000000000	

  120.0000000000	   92.5000000000	   30.0000000000	
  120.0000000000	  100.0000000000	   60.0000000000	
  120.0000000000	  100.0000000000	   60.0000000000	
  120.0000000000	  107.5000000000	   30.0000000000	

  120.0000000000	   92.5000000000	   30.0000000000	
  140.0000000000	   85.0000000000	    0.0000000000	
  140.0000000000	  115.0000000000	    0.0000000000	
  120.0000000000	  107.5000000000	   30.0000000000	

  120.0000000000	   92.5000000000	   30.0000000000	
  100.0000000000	   85.0000000000	    0.0000000000	
  100.0000000000	  115.0000000000	    0.0000000000	
  120.0000000000	  107.5000000000	   30.0000000000	

  120.0000000000	   92.5000000000	   30.0000000000	
  120.0000000000	  100.0000000000	   60.0000000000	
  120.0000000000	  100.0000000000	   60.0000000000	
  120.0000000000	  107.5000000000	   30.0000000000	

