  172.8284271247	  117.1715728753	    2.0000000000	
  169.2928932188	  113.6360389693	    4.0000000000	
  163.6360389693	  119.2928932188	    4.0000000000	
  167.1715728753	  122.8284271247	    2.0000000000	

  172.8284271247	  117.1715728753	    2.0000000000	
  176.3639610307	  120.7071067812	    4.0000000000	
  170.7071067812	  126.3639610307	    4.0000000000	
  167.1715728753	  122.8284271247	    2.0000000000	

  172.8284271247	  117.1715728753	    2.0000000000	
  176.3639610307	  120.7071067812	    0.0000000000	
  170.7071067812	  126.3639610307	    0.0000000000	
  167.1715728753	  122.8284271247	    2.0000000000	

  172.8284271247	  117.1715728753	    2.0000000000	
  169.2928932188	  113.6360389693	    0.0000000000	
  163.6360389693	  119.2928932188	    0.0000000000	
  167.1715728753	  122.8284271247	    2.0000000000	

  172.8284271247	  117.1715728753	    2.0000000000	
  169.2928932188	  113.6360389693	    4.0000000000	
  163.6360389693	  119.2928932188	    4.0000000000	
  167.1715728753	  122.8284271247	    2.0000000000	

